Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Description,Quantity,Department,Currency,Invoice_ID,Vendor_ID,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator
TX000744,11-06-2021,C003,CC102,PC201,IT,Expense,413736.09,415052.02,Paid,Hardware upgrade purchase,10,IT,INR,INV-2021-00580,V027,76384.03,,Approved,0
TX000743,11-06-2021,C002,CC103,PC202,Travel,Expense,61287.95,66531.64,Paid,Business travel expense,1,HR,INR,,,3030.35,,Approved,0
TX000689,11-06-2021,C004,CC111,PC205,Travel,Expense,111458.59,80453.81,Pending,Client visit travel reimbursement,2,Sales,INR,,,5389.88,,Approved,0
TX000687,11-06-2021,C003,CC108,PC206,Utilities,Expense,49129.66,59419.54,Partially Paid,Utility bill,1,Administration,INR,INV-2021-00540,V011,6047.55,,Approved,0
TX000677,11-06-2021,C005,CC105,PC204,Other,Expense,36669.97,42884.21,Paid,Sundry adjustment,1,Marketing,INR,INV-2021-00532,,3647.88,,Approved,0
TX000795,12-06-2021,C003,CC111,PC205,Sales,Revenue,375742.84,338456.15,Paid,Customer order fulfillment revenue,345,Sales,INR,,,64882.47,174274.76,Approved,0
TX000774,12-06-2021,C002,CC112,PC204,Maintenance,Expense,186496.75,190616.4,Paid,Equipment maintenance,1,Operations,INR,INV-2021-00604,V012,34612.78,,Approved,0
TX000749,12-06-2021,C002,CC104,PC203,Sales,Revenue,384727.57,365329.26,Partially Paid,Export sales revenue,394,Sales,INR,INV-2021-00585,,68411.78,145603.83,Approved,0
TX000742,12-06-2021,C002,CC104,PC203,Sales,Revenue,643527.27,793750.67,Overdue,Customer order fulfillment revenue,702,Sales,INR,INV-2021-00579,,112673.7,232308.09,Approved,0
TX000730,12-06-2021,C002,CC110,PC205,IT,Expense,311306.06,344034.84,Paid,Software license purchase,10,IT,INR,INV-2021-00572,V025,56098.42,,Approved,0
TX000674,12-06-2021,C001,CC104,PC205,Marketing,Expense,666322.14,654370.76,Paid,Brand promotion expense,1,Sales,INR,INV-2021-00529,V019,120305.95,,Approved,0
TX000672,12-06-2021,C002,CC114,PC207,Office Supplies,Expense,1455.09,1269.63,Pending,Printer consumables purchase,1,Administration,INR,INV-2021-00527,V022,178.21,,Approved,0
TX000670,12-06-2021,C002,CC101,PC201,Office Supplies,Expense,52223.97,53002.85,Paid,Printer consumables purchase,44,Finance,INR,INV-2021-00525,V003,6260.45,,Approved,0
TX000801,13-06-2021,C004,CC111,PC203,Other,Expense,79610.41,65180.91,Overdue,Sundry adjustment,1,Sales,INR,INV-2021-00625,,7740.27,,Rejected,0
TX000789,13-06-2021,C002,CC112,PC205,Logistics,Expense,176337.71,197876.38,Partially Paid,Freight and logistics charge,238,Operations,INR,,V034,33339.44,,Approved,0
TX000787,13-06-2021,C004,CC105,PC205,Other,Expense,134436.52,151209.55,Paid,Miscellaneous expense,1,Marketing,INR,INV-2021-00615,,13217.59,,Pending,0
TX000783,13-06-2021,C001,CC102,PC205,Procurement,Expense,545960.6,560049.82,Paid,Software license purchase,284,IT,INR,INV-2021-00612,V018,97617.23,,Approved,0
TX000763,13-06-2021,C001,CC105,PC202,IT,Expense,605434.8,69414.02,Pending,Cloud infrastructure subscription,6,Marketing,INR,INV-2021-00596,,11198.08,,Approved,0
TX000752,13-06-2021,C003,CC101,PC204,Office Supplies,Expense,25402.41,25187.16,Paid,Printer consumables purchase,15,Finance,INR,INV-2021-00588,V010,2864.2,,Approved,0
TX000681,13-06-2021,C002,CC112,PC206,Maintenance,Expense,175357.33,156981.1,Paid,Facility repair service,1,  Operations ,INR,INV-2021-00535,V024,31837.48,,Approved,0
TX000675,13-06-2021,C001,CC104,PC201,Sales,Revenue,661889.37,674057.87,Paid,Online sales revenue,635,Sales,INR,INV-2021-00530,,114238.44,199223.92,Rejected,0
TX000808,14-06-2021,C005,CC111,PC206,Sales,Revenue,245696.78,231734.78,Paid,Customer order fulfillment revenue,193,Sales,INR,INV-2021-00631,,44731.49,44644.49,Pending,0
TX000786,14-06-2021,C003,CC102,PC205,IT,Expense,213091.42,182190.46,Paid,Hardware upgrade purchase,7,IT,INR,INV-2021-00614,,37690.98,,Approved,0
TX000782,14-06-2021,C005,CC112,PC206,Procurement,Expense,65982.52,60347.04,Paid,Raw material procurement,54,Operations,INR,INV-2021-00611,V024,11630.96,,Approved,0
TX000772,14-06-2021,C002,CC111,PC207,Office Supplies,Expense,11811.44,15569.05,Paid,Printer consumables purchase,8,Sales,INR,,V011,1391.44,,Approved,0
TX000661,14-06-2021,C002,CC103,PC201,Travel,Expense,74617.35,76963.09,Paid,Client visit travel reimbursement,6,HR,INR,INV-2021-00518,,3442.87,,Approved,0
TX000790,15-06-2021,C002,CC109,PC202,Salaries,Expense,192620.79,189005.24,Paid,Employee payroll disbursement,1,Finance,INR,,,0,,Approved,0
TX000700,15-06-2021,C001,CC105,PC201,IT,Expense,95538.89,98901.96,Overdue,Hardware upgrade purchase,3,Marketing,INR,INV-2021-00548,V038,17139.45,,Approved,0
TX000698,15-06-2021,C004,CC114,PC205,Other,Expense,58827.61,60151.52,Paid,General ledger correction entry,1,Administration,INR,INV-2021-00547,,5890.64,,Approved,0
TX000802,16-06-2021,C001,CC104,PC203,Sales,Revenue,468076.78,561818.69,Paid,Service revenue recognition,564,Sales,INR,INV-2021-00626,,88131.32,224154.96,Approved,0
TX000797,16-06-2021,C003,CC104,PC202,Sales,Revenue,210783.53,225426.72,Paid,Online sales revenue,125,Sales,INR,INV-2021-00621,,38921.23,63021.91,Approved,0
TX000756,16-06-2021,C005,CC110,PC205,Office Supplies,Expense,10645.48,13174.91,Paid,Office supplies purchase,7,IT,INR,INV-2021-00591,V028,1249.9,,Pending,0
TX000748,16-06-2021,C002,CC111,PC204,Sales,Revenue,416269.38,527083.36,Overdue,Product sales revenue,313,Sales,INR,INV-2021-00584,,72807.73,80466.43,Rejected,0
TX000734,16-06-2021,C001,CC105,PC205,Marketing,Expense,300154.26,295271.56,Paid,Brand promotion expense,1,Marketing,INR,INV-2021-00574,V018,54528.7,,Approved,0
TX000671,16-06-2021,C002,CC102,PC203,Maintenance,Expense,159284.2,208155.55,Paid,Preventive maintenance contract,1,IT,INR,INV-2021-00526,,30172.83,,Approved,0
TX000659,16-06-2021,C001,CC114,PC201,Office Supplies,Expense,15424.19,20352.04,Pending,Office supplies purchase,11,Administration,INR,INV-2021-00516,V033,0,,Approved,0
TX000799,17-06-2021,C002,CC102,PC203,IT,Expense,203509.54,222807.62,Paid,Software license purchase,2,IT,INR,INV-2021-00623,V033,37939.23,,Approved,0
TX000777,17-06-2021,C003,CC113,PC201,Other,Expense,75546.12,91782.12,Paid,Miscellaneous expense,1,Marketing,INR,INV-2021-00606,,7216.17,,Approved,0
TX000775,17-06-2021,C003,CC101,PC204,Salaries,Expense,236323.21,278728.9,Paid,Employee payroll disbursement,1,Finance,INR,,,0,,Approved,0
TX000755,17-06-2021,C002,CC108,PC205,Utilities,Expense,35371.71,30700.31,Paid,Electricity bill payment,1,Administration,INR,,V029,4176.38,,Approved,0
TX000753,17-06-2021,C002,CC112,PC204,Procurement,Expense,258865.86,239252.87,Paid,Office equipment purchase,451,Operations,INR,INV-2021-00589,,46922.24,,Approved,0
TX000714,17-06-2021,C003,CC107,PC207,Maintenance,Expense,72759.45,87320.82,Paid,Preventive maintenance contract,1,Procurement,INR,INV-2021-00560,,13412.58,,Approved,0
TX000692,17-06-2021,c002 ,CC104,PC201,Sales,Revenue,739325.87,532756.53,Paid,Online sales revenue,362,Sales,INR,,,135588.07,244629.71,Approved,0
TX000691,18-06-2021,C001,CC113,PC207,Other,Expense,35468.48,32428.1,Paid,Sundry adjustment,1,Marketing,INR,INV-2021-00543,,3476.66,,Approved,0
TX000679,18-06-2021,C002,CC108,PC201,Utilities,Expense,44072.38,60271.22,Paid,Utility bill,1,Administration,INR,,,5052.55,,Under Review,0
TX000809,19-06-2021,C001,CC101,PC206,Sales,Revenue,515595.23,392872.43,Paid,Product sales revenue,383,Sales,INR,INV-2021-00632,,93644.91,220975.93,Approved,0
TX000807,19-06-2021,C003,CC113,PC207,Other,Expense,13203.62,12094.96,Overdue,Sundry adjustment,1,Marketing,INR,INV-2021-00630,,1349.41,,Pending,0
TX000798,19-06-2021,C003,CC114,PC205,Utilities,Expense,46919.85,55621.75,Paid,Water and gas utility charge,1,Administration,INR,INV-2021-00622,V011,5812.28,,Approved,0
TX000773,19-06-2021,C001,CC107,PC202,Office Supplies,Expense,17577.44,19365.8,Paid,Office supplies purchase,15,Procurement,INR,INV-2021-00603,V015,2067.93,,Rejected,0
TX000738,19-06-2021,C002,CC112,PC204,Procurement,Expense,274028.01,325242.42,Partially Paid,Office equipment purchase,203,Operations,INR,,V040,48084.79,,Approved,0
TX000732,19-06-2021,C005,CC103,PC206,Salaries,Expense,394515.98,443017.66,Partially Paid,Employee payroll disbursement,1,HR,INR,,,0,,Pending,0
TX000710,19-06-2021,C001,CC111,PC202,Other,Expense,172279.54,127661.05,Paid,General ledger correction entry,1,Sales,INR,INV-2021-00556,,0,,Under Review,0
TX000684,19-06-2021,C002,CC108,PC203,utilities,Expense,25575.6,23913.18,Paid,Water and gas utility charge,1,Administration,INR,INV-2021-00537,V006,3013.07,,Approved,0
TX000660,19-06-2021,C001,CC104,PC205,Office Supplies,Expense,74165.74,70450.41,Pending,Office supplies purchase,82,Sales,INR,INV-2021-00517,V028,8953.19,,Approved,0
TX000792,20-06-2021,C002,CC105,PC203,Other,Expense,123388.57,113677.2,Paid,Sundry adjustment,1,Marketing,INR,,,12543.97,,Approved,0
TX000758,20-06-2021,C001,CC104,PC207,Marketing,Expense,598238.26,715937.52,Overdue,Marketing campaign,1,Sales,INR,INV-2021-00593,V013,98750.95,,Approved,0
TX000757,20-06-2021,C005,CC102,PC205,IT,Expense,289505.47,386852.15,Partially Paid,Hardware upgrade purchase,7,IT,INR,INV-2021-00592,V035,48415.61,,Approved,0
TX000750,20-06-2021,C001,CC110,PC203,IT,Expense,143960.88,124284.53,Paid,Cloud infrastructure subscription,4,IT,INR,INV-2021-00586,V026,26259.4,,Approved,0
TX000720,20-06-2021,C001,CC102,PC204,Procurement,Expense,486478.15,444621.82,Paid,Raw material procurement,356,IT,INR,INV-2021-00564,V026,86651.27,,Approved,0
TX000776,21-06-2021,C003,CC110,PC206,IT,Expense,106796.35,120537.01,Pending,Cloud infrastructure subscription,3,IT,INR,INV-2021-00605,V025,19269.54,,Approved,0
TX000701,21-06-2021,C001,CC102,PC206,IT,Expense,311133.85,323938.95,Overdue,IT support services,3,IT,INR,,V001,56987.17,,Pending,0
TX000694,21-06-2021,C001,CC113,PC206,Other,Expense,53450.24,48684.83,Paid,Sundry adjustment,1,Marketing,INR,INV-2021-00544,,5535.53,,Approved,0
TX000676,21-06-2021,C002,CC104,PC205,Sales,Revenue,436186.95,429470.43,Overdue,Export sales revenue,425,Sales,INR,INV-2021-00531,,75977.99,124551.4,Rejected,0
TX000781,22-06-2021,C002,CC101,PC201,Sales,Revenue,478644.69,431273.03,Pending,Service revenue recognition,466,Sales,INR,INV-2021-00610,,86072.22,214550.38,Approved,0
TX000778,22-06-2021,C001,CC111,PC202,Sales,Revenue,304091.68,272387.07,Pending,Service revenue recognition,247,Sales,INR,INV-2021-00607,,55708.63,107788.74,Approved,0
TX000733,22-06-2021,C002,CC107,PC205,Procurement,Expense,325221.09,311056.63,Paid,Software license purchase,298,Procurement,INR,INV-2021-00573,V036,58410.4,,Approved,0
TX000719,22-06-2021,C001,CC113,PC207,Other,Expense,61597.99,58502.57,Paid,General ledger correction entry,1,Marketing,INR,INV-2021-00563,,6089.3,,Approved,0
TX000704,22-06-2021,C001,CC107,PC206,Office Supplies,Expense,56154.3,58967.58,Paid,Office supplies purchase,31,Procurement,INR,INV-2021-00551,V015,6693.49,,Approved,0
TX000678,22-06-2021,C001,CC107,PC205,Procurement,Expense,566169.2,600109.43,Pending,Vendor purchase order settlement,217,Procurement,INR,INV-2021-00533,V025,101585.88,,Approved,0
TX000745,23-06-2021,C003,CC102,PC202,Maintenance,Expense,162643.62,172567.18,Partially Paid,Facility repair service,1,IT,INR,INV-2021-00581,V037,29720.53,,Approved,0
TX000706,23-06-2021,C001,CC113,PC203,Travel,Expense,51700.45,52737.8,Pending,Airfare and lodging expense,1,Marketing,INR,INV-2021-00552,,2675.77,,Approved,0
TX000688,23-06-2021,C002,CC107,PC207,Logistics,Expense,254714.83,308083.26,Overdue,Warehouse handling fee,260,Procurement,INR,INV-2021-00541,V040,46186.41,,Approved,0
TX000680,23-06-2021,C002,CC111,PC203,Marketing,Expense,110850.79,147009.32,Paid,Marketing campaign,1,Sales,INR,INV-2021-00534,V023,18744.05,,Approved,0
TX000769,24-06-2021,C001,CC110,PC202,Office Supplies,Expense,6580.08,6720.82,Paid,Office supplies purchase,3,IT,INR,INV-2021-00600,V033,831.23,,Approved,0
TX000762,24-06-2021,C004,CC103,PC207,Salaries,Expense,207475.96,149208.97,Partially Paid,Monthly salary payment,1,HR,INR,,,0,,Approved,0
TX000712,24-06-2021,C002,CC111,PC201,Office Supplies,Expense,24865.81,28319.2,Pending,Printer consumables purchase,16,Sales,INR,INV-2021-00558,V012,3036.34,,Approved,0
TX000695,24-06-2021,C002,CC102,PC205,Procurement,Expense,191882.7,218074.05,Paid,Raw material procurement,241,IT,INR,,V016,33249.89,,Approved,0
TX000683,24-06-2021,C002,CC111,PC202,Sales,Revenue,151812.81,180800.33,Paid,Customer order fulfillment revenue,79,Sales,INR,,,27806.75,62203.85,Under Review,0
TX000666,24-06-2021,C001,CC112,PC206,Logistics,Expense,114771.16,149402.92,Paid,Warehouse handling fee,142,Operations,INR,INV-2021-00521,V036,20997.84,,Pending,0
TX000740,25-06-2021,C001,CC109,PC203,Office Supplies,Expense,13385.83,12429.14,Partially Paid,Office supplies purchase,9,Finance,INR,,V030,1618.72,,Pending,0
TX000805,26-06-2021,C002,CC104,PC201,Office Supplies,Expense,63448.06,57741.49,Paid,Stationery order,86,Sales,INR,INV-2021-00628,V038,7775.23,,Approved,0
TX000779,26-06-2021,C003,CC106,PC204,Logistics,Expense,376684.37,382414.53,Overdue,Warehouse handling fee,291,Operations,INR,INV-2021-00608,V021,0,,Rejected,0
TX000759,26-06-2021,C001,CC108,PC205,Office Supplies,Expense,8730.01,9395.09,Paid,Stationery order,8,Administration,INR,INV-2021-00594,V028,1033.27,,Approved,0
TX000751,26-06-2021,C001,CC111,PC201,Sales,Revenue,369897.65,433440.98,Paid,Online sales revenue,424,Sales,INR,INV-2021-00587,,0,132496.77,Approved,0
TX000746,26-06-2021,C002,CC107,PC201,Office Supplies,Expense,43328.95,42635.25,Paid,Office supplies purchase,42,Procurement,INR,INV-2021-00582,V031,5049.76,,Approved,0
TX000708,26-06-2021,C003,CC113,PC203,Sales,Revenue,338910.31,330717.54,Pending,Service revenue recognition,510,Sales,INR,INV-2021-00554,,59969.47,99943.86,Approved,0
TX000693,26-06-2021,C003,CC104,PC207,Travel,Expense,125629.47,111318.5,Paid,Client visit travel reimbursement,5,Sales,INR,,,6567,,Pending,0
TX000668,26-06-2021,C001,CC111,PC207,Office Supplies,Expense,41251.87,40439.93,Paid,Printer consumables purchase,31,Sales,INR,INV-2021-00523,V036,4804.3,,Approved,0
TX000806,27-06-2021,C005,CC106,PC204,Maintenance,Expense,224668.31,322805.18,Paid,Preventive maintenance contract,1,Operations,INR,INV-2021-00629,V009,39756.95,,Rejected,0
TX000761,27-06-2021,C001,CC102,PC204,Office Supplies,Expense,41012.23,39620.21,Paid,Stationery order,28,IT,INR,INV-2021-00595,V016,4919.79,,Approved,0
TX000747,27-06-2021,C002,CC108,PC202,Utilities,Expense,15572.34,18396.08,Partially Paid,Water and gas utility charge,1,Administration,INR,INV-2021-00583,,1805.24,,Approved,0
TX000731,27-06-2021,C004,CC111,PC206,Sales,Revenue,522203.61,598028.77,Partially Paid,Customer order fulfillment revenue,596,Sales,INR,,,96693.44,146287.31,Approved,0
TX000715,27-06-2021,C002,CC107,PC201,Office Supplies,Expense,32357.19,28555.96,Paid,Office supplies purchase,35,Procurement,INR,,V012,3894.45,,Approved,0
TX000702,27-06-2021,C005,CC112,PC203,Utilities,Expense,129062.73,134914.87,Paid,Electricity bill payment,1,Operations,INR,INV-2021-00549,V018,0,,Approved,0
TX000765,28-06-2021,C002,CC104,PC201,Travel,Expense,30317.64,32302.53,Paid,Client visit travel reimbursement,3,Sales,INR,INV-2021-00597,,1398.31,,Approved,0
TX000711,28-06-2021,C001,CC109,PC201,Office Supplies,Expense,35779.46,32487.11,Paid,Stationery order,25,Finance,INR,INV-2021-00557,V037,4301.08,,Approved,0
TX000697,28-06-2021,C003,CC104,PC206,Office Supplies,Expense,31942.74,30760.21,Partially Paid,Printer consumables purchase,39,Sales,INR,INV-2021-00546,V006,3870.03,,Pending,0
TX000673,28-06-2021,C001,CC105,PC206,Other,Expense,97599.44,83903.01,Paid,General ledger correction entry,1,Marketing,INR,INV-2021-00528,,9880.57,,Approved,0
TX000796,29-06-2021,C003,CC107,PC207,Procurement,Expense,951780.64,1045402.84,Paid,Raw material procurement,551,Procurement,INR,INV-2021-00620,V011,173655.05,,Approved,0
TX000780,29-06-2021,C001,CC106,PC201,Utilities,Expense,72615.36,76959.29,Paid,Utility bill,1,Operations,INR,INV-2021-00609,V024,8557.85,,Rejected,0
TX000735,29-06-2021,C001,CC107,PC207,Maintenance,Expense,192350.38,176677.44,Paid,Facility repair service,1,Procurement,INR,INV-2021-00575,V022,34076.18,,Rejected,0
TX000699,29-06-2021,C002,CC104,PC201,Office Supplies,Expense,40161.63,45334.14,Paid,Office supplies purchase,71,Sales,INR,,V003,4729.53,,Approved,0
TX000794,30-06-2021,C002,CC103,PC204,Office Supplies,Expense,14913.93,13724.59,Pending,Printer consumables purchase,17,HR,INR,INV-2021-00619,V035,1793.39,,Approved,0
TX000764,30-06-2021,C001,CC101,PC201,Salaries,Expense,96885.84,106986.41,Paid,Monthly salary payment,1,Finance,INR,,,0,,Approved,0
TX000739,30-06-2021,C002,CC107,PC202,Sales,Revenue,992799.86,975763.93,Pending,Product sales revenue,904,Sales,INR,,,0,222400.73,Approved,0
TX000737,30-06-2021,C005,CC106,PC203,Maintenance,Expense,108418.12,131712.21,Paid,Facility repair service,1,Operations,INR,INV-2021-00577,V002,20748.75,,Approved,0
TX000707,30-06-2021,C003,CC113,PC205,Marketing,Expense,303174.01,263541.63,Paid,Brand promotion expense,1,Marketing,INR,INV-2021-00553,V013,52418.53,,Approved,0
TX000685,30-06-2021,C001,CC104,PC204,Marketing,Expense,230533.55,253419.66,Pending,Digital advertising spend,1,Sales,INR,INV-2021-00538,V034,39660.54,,Approved,0
TX000663,30-06-2021,c003 ,CC114,PC206,Maintenance,Expense,37712.87,35027.07,Paid,Preventive maintenance contract,1,Administration,INR,,V018,6910.45,,Pending,0
TX000917,01-07-2021,C005,CC109,PC205,IT,Expense,203527.51,201787.99,Overdue,Cloud infrastructure subscription,10,Finance,INR,INV-2021-00724,V013,35322.36,,Under Review,0
TX000902,01-07-2021,C004,CC104,PC201,Sales,Revenue,393775.29,535902.13,Pending,Customer order fulfillment revenue,507,Sales,INR,INV-2021-00711,,68324.65,154262.58,Approved,0
TX000905,02-07-2021,C001,CC114,PC206,Office Supplies,Expense,8039.25,8707.56,Paid,Office supplies purchase,4,Administration,INR,INV-2021-00714,V023,1027.71,,Approved,0
TX000864,02-07-2021,C002,CC106,PC207,Logistics,Expense,116071.02,129334.95,Pending,Warehouse handling fee,50,Operations,INR,INV-2021-00680,V039,21039.02,,Approved,0
TX000850,02-07-2021,C003,CC110,PC203,Sales,Revenue,333580.07,359147.89,Partially Paid,Customer order fulfillment revenue,264,Sales,INR,INV-2021-00668,,61862.29,124247.15,Approved,0
TX000886,03-07-2021,C002,CC106,PC204,Office Supplies,Expense,86254.49,387089.3,Pending,Shipping cost settlement,241,Operations,INR,INV-2021-00699,V007,62432.09,,Under Review,1
TX000853,03-07-2021,C004,CC110,PC205,Procurement,Expense,489250.06,541827.59,Pending,Software license purchase,341,IT,INR,,V015,84750.37,,Approved,0
TX000914,04-07-2021,C003,CC104,PC202,Travel,Expense,116148.69,136003.33,Paid,Business travel expense,2,Sales,INR,INV-2021-00721,,5795.91,,Rejected,0
TX000899,04-07-2021,C001,CC104,PC207,Sales,Revenue,229259.51,265816.9,Paid,Customer order fulfillment revenue,337,Sales,INR,INV-2021-00709,,42123.96,52141.31,Approved,0
TX000873,04-07-2021,C003,CC110,PC204,IT,Expense,208932.97,198992.06,Overdue,Cloud infrastructure subscription,17,IT,INR,INV-2021-00686,V035,39805.12,,Approved,0
TX000826,04-07-2021,C002,CC107,PC204,Logistics,Expense,53102.04,54265.26,Pending,Warehouse handling fee,80,Procurement,INR,INV-2021-00646,V001,9517.95,,Approved,0
TX000887,05-07-2021,C002,CC104,PC207,Travel,Expense,62625.93,71561.88,Paid,Airfare and lodging expense,3,Sales,INR,INV-2021-00700,,3195.78,,Rejected,0
TX000851,05-07-2021,C001,CC102,PC201,Maintenance,Expense,10884.63,7841.59,Overdue,Preventive maintenance contract,1,IT,INR,INV-2021-00669,V040,1905.57,,Approved,0
TX000814,05-07-2021,C004,CC112,PC206,Logistics,Expense,283242.84,257750.7,Pending,Warehouse handling fee,299,Operations,INR,INV-2021-00637,V031,49685.53,,Pending,0
TX000916,06-07-2021,C002,CC103,PC205,Other,Expense,37352.44,36391.42,Overdue,General ledger correction entry,1,HR,INR,INV-2021-00723,,3795.08,,Approved,0
TX000852,06-07-2021,C003,CC106,PC203,Procurement,Expense,868053.34,954633.68,Partially Paid,Vendor purchase order settlement,545,Operations,INR,INV-2021-00670,V039,160900.42,,Approved,0
TX000836,06-07-2021,C002,CC107,PC206,Sales,Revenue,1023195.34,842418.11,Paid,Service revenue recognition,1421,Sales,INR,INV-2021-00656,,184073.13,257455.99,Approved,0
TX000822,06-07-2021,C001,CC111,PC202,Sales,Revenue,784608.53,767349.89,Paid,Customer order fulfillment revenue,653,Sales,INR,,,141847.1,215507.04,Approved,0
TX000888,07-07-2021,C001,CC107,PC202,Logistics,Expense,60905.79,53147.59,Partially Paid,Shipping cost settlement,102,Procurement,INR,INV-2021-00701,V028,11641.54,,Approved,0
TX000885,07-07-2021,C003,CC108,PC202,Utilities,Expense,32099.48,31407.69,Overdue,Utility bill,1,Administration,INR,INV-2021-00698,V009,3944.39,,Approved,0
TX000869,07-07-2021,C002,CC111,PC206,Office Supplies,Expense,57991.64,51557.19,Paid,Printer consumables purchase,42,Sales,INR,INV-2021-00683,V016,6916.27,,Approved,0
TX000866,07-07-2021,C002,CC108,PC207,Utilities,Expense,48311.46,60737.22,Paid,Water and gas utility charge,1,Administration,INR,INV-2021-00681,V037,5771.5,,Approved,0
TX000865,07-07-2021,C002,CC109,PC204,Other,Expense,21477.66,21656.44,Paid,General ledger correction entry,1,Finance,INR,,,2121.49,,Approved,0
TX000844,07-07-2021,C001,CC111,PC202,Office Supplies,Expense,18788.45,22876.1,Paid,Office supplies purchase,31,Sales,INR,INV-2021-00663,V008,2285.84,,Approved,0
TX000926,08-07-2021,C002,CC109,PC202,Other,Expense,84905.36,85518.04,Paid,General ledger correction entry,1,Finance,INR,INV-2021-00731,,8460.5,,Approved,0
TX000922,08-07-2021,C002,CC114,PC205,Utilities,Expense,33140.8,32394.3,Paid,Utility bill,1,Administration,INR,INV-2021-00728,V034,3877.9,,Approved,0
TX000921,08-07-2021,C001,CC102,PC204,Procurement,Expense,603430.52,632103.8,Overdue,Vendor purchase order settlement,1786,IT,INR,INV-2021-00727,V034,107168.32,,Approved,0
TX000913,08-07-2021,C002,CC107,PC205,Maintenance,Expense,1631306.4,144002.27,Paid,Equipment maintenance,1,Procurement,INR,INV-2021-00720,V002,28607.13,,Approved,0
TX000906,08-07-2021,C002,CC104,PC206,Sales,Revenue,604779.67,737544.2,Pending,Customer order fulfillment revenue,380,Sales,INR,INV-2021-00715,,106405.59,261946.75,Approved,0
TX000890,08-07-2021,C002,CC110,PC201,Maintenance,Expense,142368.98,183280.5,Paid,Preventive maintenance contract,1,IT,INR,INV-2021-00702,V002,26997.49,,Approved,0
TX000889,08-07-2021,C004,CC108,PC203,Maintenance,Expense,41875.2,38206.19,Paid,Equipment maintenance,1,Administration,INR,,,7345.89,,Pending,0
TX000867,08-07-2021,C005,CC107,PC205,Maintenance,Expense,136981.31,151892.07,Partially Paid,Facility repair service,1,Procurement,INR,,V037,23881.67,,Approved,0
TX000854,08-07-2021,C001,CC105,PC207,Travel,Expense,115029.18,101836.66,Paid,Airfare and lodging expense,6,Marketing,INR,INV-2021-00671,,0,,Approved,0
TX000920,09-07-2021,C001,CC113,PC205,Other,Expense,48158.17,43520.94,Paid,Sundry adjustment,1,Marketing,INR,INV-2021-00726,,5113.13,,Rejected,0
TX000909,09-07-2021,C005,CC113,PC206,Marketing,Expense,303820.43,317197.38,Paid,Marketing campaign,1,Marketing,INR,INV-2021-00716,V005,54636.05,,Rejected,0
TX000848,09-07-2021,C002,CC110,PC204,IT,Expense,229806.52,292453.8,Partially Paid,Software license purchase,9,IT,INR,INV-2021-00666,V029,40573.37,,Approved,0
TX000928,10-07-2021,C003,CC104,PC207,Sales,Revenue,674460.46,917879.08,Paid,Product sales revenue,1321,Sales,INR,INV-2021-00733,,124632.85,251541.43,Rejected,0
TX000912,10-07-2021,C005,CC102,PC205,Maintenance,Expense,127084.94,103181.53,Paid,Preventive maintenance contract,1,IT,INR,INV-2021-00719,V009,22230.87,,Rejected,0
TX000898,10-07-2021,C001,CC107,PC207,Logistics,Expense,87564.03,77512.62,Paid,Shipping cost settlement,68,Procurement,INR,INV-2021-00708,V024,16134.37,,Pending,0
TX000893,10-07-2021,C001,CC106,PC204,Maintenance,Expense,145536.61,184765.42,Partially Paid,Equipment maintenance,1,Operations,INR,INV-2021-00704,V011,26680.93,,Under Review,0
TX000879,11-07-2021,C002,CC107,PC201,Procurement,Expense,648360.62,714364.68,Pending,Office equipment purchase,667,Procurement,INR,INV-2021-00692,V033,117463.69,,Approved,0
TX000839,11-07-2021,C002,CC107,PC207,Logistics,Expense,410135.76,457294.59,Paid,Shipping cost settlement,371,Procurement,INR,INV-2021-00658,V030,71356.89,,Pending,0
TX000833,11-07-2021,C003,CC102,PC204,Sales,Revenue,535492.45,685523.94,Pending,Product sales revenue,385,Sales,INR,INV-2021-00653,,0,184972.87,Approved,0
TX000831,11-07-2021,C003,CC102,PC203,Office Supplies,Expense,32949.13,33252.57,Paid,Printer consumables purchase,21,IT,INR,INV-2021-00651,V034,3915.9,,Under Review,0
TX000815,11-07-2021,C002,CC111,PC207,Travel,Expense,139557.15,107828.7,Overdue,Business travel expense,3,Sales,INR,INV-2021-00638,,6753.68,,Under Review,0
TX000871,12-07-2021,C001,CC111,PC203,Other,Expense,16060.65,17615.77,Paid,Sundry adjustment,1,Sales,INR,INV-2021-00685,,1681.94,,Approved,0
TX000838,13-07-2021,C004,CC111,PC207,Office Supplies,Expense,27780.66,26565.02,Paid,Office supplies purchase,36,Sales,INR,,V009,3359.49,,Approved,0
TX000911,14-07-2021,c003 ,CC112,PC203,Logistics,Expense,195115.89,168513.87,Paid,Warehouse handling fee,148,Operations,INR,INV-2021-00718,V003,35195.72,,Approved,0
TX000901,14-07-2021,C004,CC105,PC206,Travel,Expense,77205.4,74573.64,Paid,Business travel expense,6,Marketing,INR,INV-2021-00710,,3870.56,,Approved,0
TX000897,14-07-2021,C001,CC107,PC206,Maintenance,Expense,102995.57,88165.42,Paid,Facility repair service,1,Procurement,INR,INV-2021-00707,V023,18432.88,,Approved,0
