Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Department,Currency,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator,Final_Anomaly
TX001476,2021-11-25,C003,CC103,PC207,Salaries,Expense,281550.83,343373.23,Paid,HR,INR,0.0,,Approved,0,0
TX001470,2021-11-25,C003,CC109,PC206,Salaries,Expense,349132.16,407156.94,Partially Paid,Finance,INR,0.0,,Approved,0,0
TX001354,2021-11-25,C002,CC103,PC204,Office Supplies,Expense,27119.37,26647.34,Paid,HR,INR,3279.78,,Approved,0,0
TX001475,2021-11-26,C003,CC107,PC206,Maintenance,Expense,206408.11,224572.61,Pending,Procurement,INR,37331.62,,Pending,0,0
TX001452,2021-11-26,C003,CC107,PC204,Office Supplies,Expense,33707.1,29411.45,Paid,Procurement,INR,4066.32,,Approved,0,0
TX001350,2021-11-26,C001,CC102,PC207,Procurement,Expense,547820.25,373975.75,Paid,IT,INR,98465.67,,Approved,0,0
TX001460,2021-11-27,C004,CC112,PC205,Utilities,Expense,97092.66,118856.89,Paid,Operations,INR,11857.22,,Approved,0,0
TX001446,2021-11-27,C001,CC103,PC204,Travel,Expense,36254.08,42265.92,Paid,HR,INR,1713.27,,Approved,0,0
TX001414,2021-11-27,C003,CC114,PC203,Office Supplies,Expense,26936.11,27510.66,Paid,Administration,INR,0.0,,Approved,0,0
TX001371,2021-11-27,C001,CC101,PC206,Salaries,Expense,273278.42,288730.0,Paid,Finance,INR,0.0,,Pending,0,0
TX001346,2021-11-27,C001,CC106,PC202,Utilities,Expense,84314.89,96395.87,Paid,Operations,INR,10252.62,,Approved,0,0
TX001340,2021-11-27,C002,CC108,PC203,Other,Expense,68967.04,70426.26,Paid,Administration,INR,0.0,,Approved,0,0
TX001466,2021-11-28,C002,CC101,PC203,Salaries,Expense,471557.82,474416.72,Paid,Finance,INR,0.0,,Approved,0,0
TX001406,2021-11-28,C004,CC107,PC202,Logistics,Expense,175546.1,199930.63,Paid,Procurement,INR,32643.92,,Approved,0,0
TX001487,2021-11-29,C003,CC104,PC207,Sales,Revenue,656767.84,705398.52,Paid,Sales,INR,112938.1,191037.3,Approved,0,0
TX001479,2021-11-30,C003,CC114,PC203,Maintenance,Expense,47561.26,52373.51,Pending,Administration,INR,8638.4,,Approved,0,0
TX001467,2021-11-30,C004,CC111,PC201,Sales,Revenue,408234.15,403021.18,Paid,Sales,INR,74758.96,110979.91,Approved,0,0
TX001441,2021-11-30,C002,CC113,PC204,Travel,Expense,113499.44,124357.05,Paid,Marketing,INR,5769.39,,Rejected,0,0
TX001397,2021-11-30,C001,CC103,PC202,Travel,Expense,25144.95,19228.16,Overdue,HR,INR,1305.01,,Approved,0,0
TX001384,2021-11-30,C001,CC113,PC205,Other,Expense,4079.86,4257.04,Paid,Marketing,INR,428.5,,Approved,0,0
TX001365,2021-11-30,C002,CC104,PC206,Sales,Revenue,280075.93,299855.62,Paid,Sales,INR,51250.37,97181.03,Approved,0,0
TX001358,2021-11-30,C005,CC111,PC201,Other,Expense,136217.64,167829.99,Paid,Sales,INR,13532.64,,Approved,0,0
TX001580,2021-12-01,C001,CC108,PC202,Other,Expense,27640.43,26430.37,Pending,Administration,INR,2742.33,,Approved,0,0
TX001531,2021-12-01,C004,CC112,PC204,Utilities,Expense,78791.02,82291.55,Paid,Operations,INR,9546.15,,Rejected,0,0
TX001530,2021-12-01,C002,CC104,PC203,Sales,Revenue,268679.2,195545.34,Paid,Sales,INR,48015.91,95706.83,Approved,0,0
TX001509,2021-12-01,C003,CC104,PC202,Office Supplies,Expense,44919.92,52108.36,Paid,Sales,INR,5482.14,,Approved,0,0
TX001495,2021-12-01,C001,CC114,PC204,Office Supplies,Expense,18279.63,19140.79,Paid,Administration,INR,2147.07,,Approved,0,0
TX001646,2021-12-02,C001,CC112,PC201,Utilities,Expense,65685.71,76872.1,Pending,Operations,INR,7407.61,,Approved,0,0
TX001631,2021-12-02,C002,CC104,PC202,Marketing,Expense,231126.76,273426.24,Paid,Sales,INR,41507.89,,Rejected,0,0
TX001617,2021-12-02,C003,CC109,PC201,Other,Expense,131260.59,31059.99,Paid,Finance,INR,6149.78,,Approved,1,0
TX001607,2021-12-02,C002,CC111,PC201,Sales,Revenue,394344.79,377308.37,Paid,Sales,INR,72259.17,71120.65,Approved,0,0
TX001538,2021-12-02,C001,CC104,PC206,Office Supplies,Expense,33967.34,34245.69,Paid,Sales,INR,3988.41,,Approved,0,0
TX001508,2021-12-02,C001,CC104,PC206,Sales,Revenue,596564.54,632676.1,Paid,Sales,INR,110413.74,231879.92,Approved,0,0
TX001654,2021-12-03,C005,CC105,PC207,IT,Expense,342578.8,363128.48,Paid,Marketing,INR,61966.14,,Approved,0,0
TX001637,2021-12-03,C002,CC103,PC205,Salaries,Expense,244446.17,284227.43,Paid,HR,INR,0.0,,Approved,0,0
TX001628,2021-12-03,C001,CC101,PC206,IT,Expense,337757.89,337240.89,Paid,Finance,INR,59718.05,,Approved,0,0
TX001591,2021-12-03,C004,CC105,PC201,Other,Expense,24273.79,25618.3,Paid,Marketing,INR,2416.04,,Approved,0,0
TX001535,2021-12-03,C004,CC101,PC203,Other,Expense,9276.24,7611.82,Pending,Finance,INR,927.45,,Approved,0,0
TX001523,2021-12-03,C001,CC113,PC206,Marketing,Expense,315623.74,277547.98,Pending,Marketing,INR,57391.77,,Under Review,0,0
TX001497,2021-12-03,C002,CC104,PC205,Sales,Revenue,888598.44,615628.42,Paid,Sales,INR,164839.25,298220.82,Approved,0,0
TX001662,2021-12-04,C004,CC104,PC205,Sales,Revenue,451315.47,394000.03,Paid,Sales,INR,80759.35,165398.76,Pending,0,0
TX001622,2021-12-04,C001,CC107,PC206,Procurement,Expense,505464.13,660173.63,Paid,Procurement,INR,91113.45,,Approved,0,0
TX001597,2021-12-04,C005,CC113,PC204,Travel,Expense,106832.39,110213.53,Paid,Marketing,INR,5217.11,,Approved,0,0
TX001570,2021-12-04,C003,CC114,PC202,Utilities,Expense,33437.55,32253.61,Paid,Administration,INR,3946.56,,Under Review,0,0
TX001566,2021-12-04,C001,CC110,PC206,Procurement,Expense,182549.17,149386.02,Paid,IT,INR,31903.21,,Approved,0,0
TX001553,2021-12-04,C005,CC113,PC207,Travel,Expense,10776.18,10808.11,Paid,Marketing,INR,555.54,,Approved,0,0
TX001552,2021-12-04,C003,CC102,PC201,Office Supplies,Expense,4366.58,4021.64,Paid,IT,INR,521.72,,Approved,0,0
TX001540,2021-12-04,C003,CC105,PC202,Other,Expense,129227.91,140609.81,Paid,Marketing,INR,0.0,,Approved,0,0
TX001513,2021-12-04,C004,CC110,PC205,Maintenance,Expense,64927.03,63753.44,Pending,IT,INR,12081.18,,Approved,0,0
TX001655,2021-12-05,C002,CC106,PC202,Maintenance,Expense,108393.86,105738.12,Paid,Operations,INR,18649.86,,Approved,0,0
TX001619,2021-12-05,C003,CC109,PC202,Office Supplies,Expense,30427.04,31689.99,Overdue,Finance,INR,3747.28,,Approved,0,0
TX001524,2021-12-05,C002,CC104,PC201,Sales,Revenue,572313.93,799227.76,Paid,Sales,INR,105368.83,261862.67,Approved,0,0
TX001499,2021-12-05,C002,CC103,PC204,Travel,Expense,55027.61,48045.1,Paid,HR,INR,2680.97,,Approved,0,0
TX001653,2021-12-06,C003,CC104,PC202,Other,Expense,127627.34,165058.79,Pending,Sales,INR,12824.33,,Approved,0,0
TX001650,2021-12-06,C001,CC103,PC204,Travel,Expense,51616.29,62582.01,Paid,HR,INR,2565.08,,Approved,0,0
TX001612,2021-12-06,C002,CC108,PC205,Sales,Revenue,157452.57,167218.52,Paid,Sales,INR,28666.17,41925.23,Approved,0,0
TX001581,2021-12-06,C001,CC109,PC203,Salaries,Expense,233293.24,223861.83,Pending,Finance,INR,0.0,,Under Review,0,0
TX001576,2021-12-06,C001,CC106,PC202,Utilities,Expense,86941.65,81008.61,Paid,Operations,INR,9566.18,,Approved,0,0
TX001555,2021-12-06,C001,CC105,PC205,Sales,Revenue,607019.23,547921.38,Overdue,Sales,INR,104213.7,243090.38,Approved,0,0
TX001546,2021-12-06,C001,CC106,PC203,Utilities,Expense,135536.74,163070.62,Paid,Operations,INR,15995.59,,Approved,0,0
TX001534,2021-12-06,C003,CC111,PC202,Sales,Revenue,750732.26,723242.99,Paid,Sales,INR,133367.44,149710.39,Approved,0,0
TX001505,2021-12-06,C001,CC104,PC201,Marketing,Expense,298131.77,291827.99,Paid,Sales,INR,53193.09,,Approved,0,0
TX001583,2021-12-07,C003,CC114,PC207,Maintenance,Expense,59584.99,68418.2,Partially Paid,Administration,INR,10539.19,,Approved,0,0
TX001582,2021-12-07,C001,CC103,PC204,Office Supplies,Expense,32206.8,34486.45,Partially Paid,HR,INR,4023.66,,Approved,0,0
TX001496,2021-12-07,C003,CC112,PC207,Procurement,Expense,296648.76,278142.52,Paid,Operations,INR,52745.07,,Approved,0,0
TX001620,2021-12-08,C001,CC114,PC207,Office Supplies,Expense,4758.6,4331.86,Paid,Administration,INR,579.71,,Approved,0,0
TX001559,2021-12-08,C002,CC110,PC203,IT,Expense,287490.85,291214.09,Paid,IT,INR,51382.57,,Pending,0,0
TX001550,2021-12-08,C001,CC108,PC204,Utilities,Expense,31095.48,34462.28,Overdue,Administration,INR,3559.84,,Approved,0,0
TX001517,2021-12-08,C001,CC110,PC202,IT,Expense,359814.29,356240.52,Paid,IT,INR,66496.38,,Approved,0,0
TX001500,2021-12-08,C002,CC105,PC202,IT,Expense,504196.91,89627.82,Paid,Marketing,INR,91450.66,,Approved,1,0
TX001623,2021-12-09,C004,CC112,PC202,Utilities,Expense,63958.17,79858.14,Paid,Operations,INR,7895.16,,Approved,0,0
TX001602,2021-12-09,C001,CC103,PC201,Salaries,Expense,88443.35,89885.75,Paid,HR,INR,0.0,,Approved,0,0
TX001529,2021-12-09,C002,CC108,PC206,Utilities,Expense,47274.44,56699.91,Paid,Administration,INR,5846.64,,Approved,0,0
TX001507,2021-12-09,C004,CC103,PC202,Other,Expense,106421.84,139509.88,Paid,HR,INR,10623.45,,Approved,0,0
TX009780,2021-12-10,C003,CC111,PC205,Travel,Expense,164727.43,184234.15,Paid,Sales,INR,8346.96,,Approved,0,0
TX001651,2021-12-10,C003,CC113,PC201,IT,Expense,167274.21,192626.64,Pending,Marketing,INR,30255.8,,Approved,0,0
TX001644,2021-12-10,C005,CC113,PC207,Travel,Expense,89567.04,80001.72,Overdue,Marketing,INR,4457.81,,Approved,0,0
TX001630,2021-12-10,C004,CC110,PC204,Maintenance,Expense,59596.33,67964.24,Paid,IT,INR,0.0,,Pending,0,0
TX001625,2021-12-10,C002,CC113,PC206,Other,Expense,105700.08,120840.14,Paid,Marketing,INR,11424.02,,Approved,0,0
TX001615,2021-12-10,C004,CC111,PC203,Sales,Revenue,602756.89,690538.71,Overdue,Sales,INR,105084.71,156253.53,Approved,0,0
TX001600,2021-12-10,C003,CC111,PC205,Travel,Expense,164727.43,184234.15,Paid,Sales,INR,8346.96,,Approved,0,0
TX001575,2021-12-10,C002,CC108,PC201,Office Supplies,Expense,14639.68,13108.59,Paid,Administration,INR,1804.09,,Approved,0,0
TX001574,2021-12-10,C003,CC109,PC205,Salaries,Expense,239908.04,263828.74,Paid,Finance,INR,0.0,,Approved,0,0
TX001557,2021-12-10,C003,CC107,PC207,Logistics,Expense,382578.6,450829.92,Paid,Procurement,INR,73541.92,,Approved,0,0
TX001501,2021-12-10,C002,CC111,PC207,Sales,Revenue,369208.13,384369.85,Paid,Sales,INR,66754.59,156651.62,Approved,0,0
TX001634,2021-12-11,C003,CC111,PC206,Marketing,Expense,266870.95,301008.09,Partially Paid,Sales,INR,46701.84,,Approved,0,0
TX001592,2021-12-11,C002,CC109,PC205,Other,Expense,29645.36,33428.81,Paid,Finance,INR,2856.48,,Approved,0,0
TX001544,2021-12-11,C002,CC107,PC207,Logistics,Expense,233403.7,273879.53,Paid,Procurement,INR,41877.63,,Approved,0,0
TX001669,2021-12-12,C001,CC104,PC207,Travel,Expense,203394.75,259645.61,Paid,Sales,INR,0.0,,Approved,0,0
TX001663,2021-12-12,C004,CC112,PC202,Logistics,Expense,229144.15,215330.37,Paid,Operations,INR,0.0,,Approved,0,0
TX001641,2021-12-12,C002,CC104,PC207,Other,Expense,73569.53,74878.07,Overdue,Sales,INR,7349.15,,Approved,0,0
TX001616,2021-12-12,C003,CC103,PC203,Salaries,Expense,132900.8,128982.5,Paid,HR,INR,0.0,,Under Review,0,0
TX001561,2021-12-12,C004,CC108,PC201,Maintenance,Expense,65650.52,65675.96,Paid,Administration,INR,11668.28,,Approved,0,0
TX001554,2021-12-12,C004,CC108,PC206,Utilities,Expense,46111.7,46061.47,Paid,Administration,INR,5271.74,,Approved,0,0
TX001551,2021-12-12,C001,CC103,PC202,Office Supplies,Expense,10632.7,9768.64,Paid,HR,INR,1195.57,,Approved,0,0
TX001527,2021-12-12,C001,CC108,PC204,Utilities,Expense,36990.5,33213.15,Paid,Administration,INR,4516.39,,Approved,0,0
TX001660,2021-12-13,C001,CC103,PC204,Travel,Expense,90368.5,110501.53,Paid,HR,INR,4443.67,,Approved,0,0
TX001609,2021-12-13,C004,CC104,PC206,Sales,Revenue,327412.01,438117.75,Paid,Sales,INR,60275.52,110223.83,Approved,0,0
TX001547,2021-12-13,C001,CC112,PC204,Procurement,Expense,481276.85,498945.44,Pending,Operations,INR,88976.42,,Approved,0,0
TX001541,2021-12-13,C004,CC101,PC201,Salaries,Expense,406404.32,382860.37,Paid,Finance,INR,0.0,,Approved,0,0
TX001492,2021-12-13,C002,CC112,PC203,Procurement,Expense,490405.62,549854.73,Paid,Operations,INR,86647.04,,Approved,0,0
TX001638,2021-12-14,C001,CC104,PC206,Sales,Revenue,761047.6,852345.58,Overdue,Sales,INR,134943.12,160803.22,Approved,0,0
TX001596,2021-12-14,C004,CC108,PC207,Office Supplies,Expense,7693.45,6893.65,Paid,Administration,INR,930.77,,Approved,0,0
TX001594,2021-12-14,C002,CC112,PC207,Logistics,Expense,23020.84,18923.9,Overdue,Operations,INR,4045.06,,Approved,0,0
TX001589,2021-12-14,C003,CC114,PC203,Other,Expense,21610.21,15989.09,Paid,Administration,INR,2109.25,,Approved,0,0
TX001585,2021-12-14,C002,CC103,PC201,Office Supplies,Expense,9339.12,10993.24,Paid,HR,INR,1090.35,,Approved,0,0
TX001578,2021-12-14,C001,CC104,PC204,Sales,Revenue,122552.75,149063.36,Pending,Sales,INR,23031.66,41694.08,Approved,0,0
TX001549,2021-12-14,C001,CC101,PC205,Office Supplies,Expense,47011.05,42808.22,Paid,Finance,INR,5499.58,,Approved,0,0
TX001533,2021-12-14,C001,CC104,PC206,Marketing,Expense,500625.7,487065.56,Paid,Sales,INR,91413.43,,Approved,0,0
TX001518,2021-12-14,C003,CC104,PC205,Office Supplies,Expense,33424.83,32775.16,Overdue,Sales,INR,4017.37,,Approved,0,0
TX001516,2021-12-14,C004,CC101,PC201,IT,Expense,226128.29,297310.77,Paid,Finance,INR,40032.32,,Pending,0,0
TX001648,2021-12-15,C004,CC102,PC201,Office Supplies,Expense,21215.74,19005.51,Paid,IT,INR,2568.8,,Approved,0,0
TX001645,2021-12-15,C001,CC101,PC203,Other,Expense,83256.62,110195.29,Paid,Finance,INR,8580.75,,Approved,0,0
TX001603,2021-12-15,C001,CC104,PC202,Sales,Revenue,937461.02,895996.06,Pending,Sales,INR,173087.73,273152.44,Approved,0,0
TX001577,2021-12-15,C001,CC101,PC203,Other,Expense,147355.78,115131.41,Paid,Finance,INR,14720.13,,Approved,0,0
TX001560,2021-12-15,C004,CC112,PC202,Logistics,Expense,44422.14,48906.95,Paid,Operations,INR,7825.26,,Approved,0,0
TX001543,2021-12-15,C001,CC104,PC202,Sales,Revenue,1159438.35,1319039.71,Overdue,Sales,INR,196079.57,388614.26,Approved,0,0
TX001542,2021-12-15,C001,CC114,PC206,Other,Expense,67684.57,84132.79,Paid,Administration,INR,6932.34,,Approved,0,0
TX001656,2021-12-16,C002,CC102,PC202,Procurement,Expense,623943.33,647181.61,Paid,IT,INR,111319.71,,Approved,0,0
TX001539,2021-12-16,C002,CC104,PC207,Office Supplies,Expense,15118.05,18414.68,Paid,Sales,INR,1812.32,,Approved,0,0
TX001667,2021-12-17,C002,CC114,PC205,Other,Expense,39544.01,56683.18,Paid,Administration,INR,4028.16,,Approved,0,0
TX001659,2021-12-17,C001,CC108,PC207,Utilities,Expense,25457.77,28679.98,Paid,Administration,INR,3051.37,,Approved,0,0
TX001635,2021-12-17,C002,CC112,PC204,Logistics,Expense,254358.13,295850.48,Overdue,Operations,INR,47777.53,,Approved,0,0
TX001564,2021-12-17,C002,CC111,PC201,Travel,Expense,90037.91,103982.19,Paid,Sales,INR,4426.85,,Approved,0,0
TX001545,2021-12-17,C001,CC105,PC201,Travel,Expense,187400.73,45293.51,Pending,Marketing,INR,9212.81,,Approved,1,0
TX001493,2021-12-17,C004,CC107,PC202,Procurement,Expense,99041.52,104049.69,Paid,Procurement,INR,17205.31,,Approved,0,0
TX001658,2021-12-18,C002,CC110,PC205,Maintenance,Expense,82241.76,73172.51,Paid,IT,INR,13989.49,,Pending,0,0
TX001649,2021-12-18,C001,CC107,PC205,Logistics,Expense,238336.29,227225.34,Paid,Procurement,INR,41747.6,,Approved,0,0
TX001614,2021-12-18,C001,CC104,PC204,Sales,Revenue,508842.31,662608.42,Partially Paid,Sales,INR,86807.25,94577.9,Approved,0,0
TX001563,2021-12-18,C005,CC104,PC206,Office Supplies,Expense,47574.97,54099.66,Paid,Sales,INR,5470.41,,Approved,0,0
TX001537,2021-12-18,C002,CC109,PC204,Other,Expense,54330.33,51391.31,Paid,Finance,INR,5385.02,,Approved,0,0
TX001521,2021-12-18,C002,CC102,PC202,Procurement,Expense,579040.61,560112.61,Pending,IT,INR,106029.72,,Approved,0,0
TX001502,2021-12-18,C002,CC104,PC201,Marketing,Expense,553099.42,618283.76,Paid,Sales,INR,97688.52,,Under Review,0,0
TX001604,2021-12-19,C002,CC105,PC206,IT,Expense,350908.53,362994.28,Paid,Marketing,INR,64579.18,,Approved,0,0
TX001599,2021-12-19,C001,CC105,PC204,Other,Expense,80726.12,92575.92,Overdue,Marketing,INR,7666.18,,Approved,0,0
TX009743,2021-12-20,C002,CC110,PC203,IT,Expense,221864.98,204522.9,Pending,IT,INR,41346.06,,Approved,0,0
TX001668,2021-12-20,C002,CC110,PC203,IT,Expense,221864.98,204522.9,Pending,IT,INR,41346.06,,Approved,0,0
TX001661,2021-12-20,C001,CC112,PC204,Logistics,Expense,250891.94,246950.94,Paid,Operations,INR,42598.11,,Approved,0,0
TX001647,2021-12-20,C005,CC102,PC206,Procurement,Expense,469265.42,559149.99,Paid,IT,INR,85539.39,,Approved,0,0
TX001595,2021-12-20,C001,CC114,PC203,Maintenance,Expense,85715.33,81144.94,Paid,Administration,INR,15194.96,,Approved,0,0
TX001573,2021-12-20,C002,CC110,PC202,IT,Expense,121409.45,117652.5,Pending,IT,INR,23701.96,,Approved,0,0
TX001506,2021-12-20,C002,CC101,PC207,Other,Expense,89394.11,93184.55,Pending,Finance,INR,9057.1,,Approved,0,0
TX001664,2021-12-21,C002,CC101,PC205,Salaries,Expense,287570.9,244253.56,Pending,Finance,INR,0.0,,Approved,0,0
TX001618,2021-12-21,C004,CC114,PC206,Other,Expense,27497.51,33050.38,Partially Paid,Administration,INR,2732.55,,Approved,0,0
TX001525,2021-12-21,C001,CC101,PC205,IT,Expense,282447.33,332035.74,Overdue,Finance,INR,49861.63,,Approved,0,0
TX001498,2021-12-21,C004,CC103,PC204,Salaries,Expense,182964.86,128434.81,Paid,HR,INR,0.0,,Rejected,0,0
TX001643,2021-12-22,C003,CC108,PC205,Utilities,Expense,34323.93,36322.97,Paid,Administration,INR,4128.99,,Approved,0,0
TX001627,2021-12-22,C001,CC112,PC206,Logistics,Expense,169490.66,184287.7,Pending,Operations,INR,31641.53,,Approved,0,0
TX001621,2021-12-22,C005,CC110,PC205,Office Supplies,Expense,31354.45,37037.25,Paid,IT,INR,3641.54,,Approved,0,0
TX001584,2021-12-22,C002,CC109,PC205,Other,Expense,65051.85,79298.17,Overdue,Finance,INR,0.0,,Approved,0,0
TX001567,2021-12-22,C005,CC101,PC204,IT,Expense,156864.63,139186.95,Pending,Finance,INR,29608.97,,Approved,0,0
TX001526,2021-12-22,C001,CC105,PC204,Marketing,Expense,262280.08,183272.31,Paid,Marketing,INR,45288.6,,Pending,0,0
TX001503,2021-12-22,C002,CC109,PC206,Salaries,Expense,206786.37,210580.52,Paid,Finance,INR,0.0,,Approved,0,0
TX001642,2021-12-23,C003,CC101,PC207,Salaries,Expense,248838.59,281207.84,Pending,Finance,INR,0.0,,Approved,0,0
TX001636,2021-12-23,C003,CC106,PC202,Procurement,Expense,370803.64,405995.41,Overdue,Operations,INR,63054.19,,Under Review,0,0
TX001590,2021-12-23,C004,CC110,PC205,Procurement,Expense,270838.74,312302.63,Paid,IT,INR,48450.7,,Approved,0,0
TX001504,2021-12-23,C002,CC107,PC207,Logistics,Expense,23124.14,20430.39,Paid,Procurement,INR,4143.06,,Pending,0,0
TX001598,2021-12-24,C003,CC106,PC206,Utilities,Expense,123191.2,143256.24,Paid,Operations,INR,15359.1,,Approved,0,0
TX001532,2021-12-24,C001,CC108,PC207,Other,Expense,69453.87,82233.81,Paid,Administration,INR,7153.01,,Approved,0,0
TX001528,2021-12-24,C001,CC112,PC202,Sales,Revenue,656726.94,636906.96,Paid,Sales,INR,118654.12,90833.39,Rejected,0,0
TX001657,2021-12-25,C002,CC111,PC201,Sales,Revenue,171136.98,179759.07,Pending,Sales,INR,30777.36,72283.38,Approved,0,0
TX001626,2021-12-25,C001,CC108,PC207,Office Supplies,Expense,13172.51,14511.93,Pending,Administration,INR,1469.2,,Approved,0,0
TX001611,2021-12-25,C005,CC104,PC203,Travel,Expense,97550.44,98496.73,Partially Paid,Sales,INR,4959.71,,Approved,0,0
TX001608,2021-12-25,C001,CC101,PC204,Office Supplies,Expense,28794.36,27196.98,Paid,Finance,INR,3480.01,,Approved,0,0
TX001601,2021-12-25,C001,CC113,PC204,IT,Expense,259231.69,238031.29,Paid,Marketing,INR,46845.48,,Approved,0,0
TX001587,2021-12-25,C004,CC104,PC206,Sales,Revenue,577549.49,610075.54,Paid,Sales,INR,105303.53,275646.87,Approved,0,0
TX001571,2021-12-25,C004,CC105,PC202,Travel,Expense,132506.78,150097.45,Paid,Marketing,INR,6691.85,,Approved,0,0
TX001569,2021-12-25,C001,CC112,PC206,Maintenance,Expense,68831.59,65764.82,Paid,Operations,INR,0.0,,Approved,0,0
TX001515,2021-12-25,C001,CC112,PC204,Office Supplies,Expense,64110.46,45949.49,Paid,Operations,INR,5171.98,,Approved,1,0
TX009795,2021-12-26,C001,CC111,PC204,Sales,Revenue,1034423.39,1419771.34,Paid,Sales,INR,184938.98,310813.61,Approved,0,1
TX001633,2021-12-26,C001,CC111,PC204,Sales,Revenue,1034423.39,1419771.34,Paid,Sales,INR,184938.98,310813.61,Approved,0,1
TX001613,2021-12-26,C001,CC104,PC207,Office Supplies,Expense,21917.32,22937.77,Paid,Sales,INR,0.0,,Approved,0,0
TX001536,2021-12-26,C003,CC110,PC207,Procurement,Expense,323807.68,371677.95,Paid,IT,INR,57369.1,,Approved,0,0
TX001639,2021-12-27,C004,CC106,PC206,Procurement,Expense,151346.14,183642.43,Paid,Operations,INR,27610.98,,Under Review,0,0
TX001586,2021-12-27,C002,CC113,PC204,Marketing,Expense,278541.87,243586.2,Overdue,Marketing,INR,50804.55,,Approved,0,0
TX001565,2021-12-27,C003,CC110,PC206,Office Supplies,Expense,19603.51,20081.99,Pending,IT,INR,0.0,,Under Review,0,0
TX001640,2021-12-28,C001,CC101,PC202,Sales,Revenue,470142.36,499119.45,Paid,Sales,INR,83407.61,176201.18,Pending,0,0
TX001588,2021-12-28,C002,CC102,PC206,Office Supplies,Expense,38445.99,33677.88,Paid,IT,INR,4595.87,,Approved,0,0
TX001519,2021-12-28,C002,CC104,PC204,Marketing,Expense,269883.08,316261.52,Paid,Sales,INR,49205.78,,Rejected,0,0
TX001510,2021-12-28,C003,CC111,PC206,Sales,Revenue,164105.1,146788.86,Partially Paid,Sales,INR,30853.68,58312.43,Approved,0,0
TX001666,2021-12-29,C001,CC102,PC206,IT,Expense,272349.05,300905.56,Paid,IT,INR,49495.68,,Approved,0,0
TX001652,2021-12-29,C001,CC105,PC207,Sales,Revenue,352399.82,361861.55,Paid,Sales,INR,61903.26,154496.42,Approved,0,0
TX001610,2021-12-29,C005,CC107,PC205,Office Supplies,Expense,44806.52,40092.01,Paid,Procurement,INR,5457.72,,Under Review,0,0
TX001605,2021-12-29,C002,CC107,PC207,Office Supplies,Expense,26474.44,28492.07,Paid,Procurement,INR,3055.72,,Pending,0,0
TX001568,2021-12-29,C004,CC101,PC205,Salaries,Expense,493047.22,433229.69,Partially Paid,Finance,INR,0.0,,Approved,0,0
TX001558,2021-12-29,C001,CC111,PC204,Other,Expense,142354.35,167438.71,Paid,Sales,INR,13686.23,,Approved,0,0
TX001520,2021-12-29,C001,CC107,PC203,Procurement,Expense,88764.39,95652.87,Paid,Procurement,INR,16330.5,,Rejected,0,0
TX001494,2021-12-29,C002,CC114,PC203,Other,Expense,55106.16,57061.86,Paid,Administration,INR,5664.85,,Pending,0,0
TX001665,2021-12-30,C002,CC101,PC205,Office Supplies,Expense,5919.14,6175.25,Pending,Finance,INR,717.24,,Approved,0,0
TX001632,2021-12-30,C001,CC111,PC206,Sales,Revenue,783471.92,775303.93,Paid,Sales,INR,142606.84,174792.77,Approved,0,0
TX001579,2021-12-30,C005,CC110,PC202,Office Supplies,Expense,17761.35,16093.64,Overdue,IT,INR,2244.77,,Approved,0,0
TX001562,2021-12-30,C002,CC104,PC202,Sales,Revenue,254616.86,299426.63,Overdue,Sales,INR,46285.05,72330.34,Approved,0,0
TX001556,2021-12-30,C005,CC113,PC203,IT,Expense,317838.47,315557.51,Overdue,Marketing,INR,57590.65,,Approved,0,0
TX001548,2021-12-30,C002,CC110,PC204,Procurement,Expense,432974.73,508336.92,Overdue,IT,INR,78111.7,,Approved,0,0
TX001522,2021-12-30,C003,CC113,PC202,IT,Expense,175960.91,158557.25,Overdue,Marketing,INR,31361.72,,Approved,0,0
TX001514,2021-12-30,C002,CC111,PC207,Sales,Revenue,658677.89,852236.9,Paid,Sales,INR,119788.18,262327.11,Approved,0,0
TX001511,2021-12-30,C003,CC102,PC205,Office Supplies,Expense,49578.06,52713.78,Paid,IT,INR,5817.51,,Approved,0,0
TX001491,2021-12-30,C004,CC113,PC201,IT,Expense,124449.3,118084.2,Paid,Marketing,INR,21974.68,,Approved,0,0
TX001629,2021-12-31,C003,CC110,PC205,IT,Expense,163426.46,148091.08,Paid,IT,INR,29308.57,,Approved,0,0
TX001624,2021-12-31,C004,CC105,PC207,Marketing,Expense,360956.09,376457.7,Paid,Marketing,INR,67266.42,,Approved,0,0
TX001606,2021-12-31,C004,CC110,PC207,Office Supplies,Expense,20812.05,23262.68,Pending,IT,INR,2519.4,,Approved,0,0
TX001593,2021-12-31,C002,CC111,PC201,Sales,Revenue,354902.71,362581.95,Overdue,Sales,INR,63199.73,47838.47,Approved,0,0
TX001572,2021-12-31,C002,CC114,PC206,Office Supplies,Expense,17762.08,17920.99,Partially Paid,Administration,INR,2128.41,,Approved,0,0
TX001791,2022-01-01,C001,CC104,PC203,Sales,Revenue,761431.41,639782.61,Paid,Sales,INR,132578.46,301237.56,Approved,0,0
TX001776,2022-01-03,C004,CC103,PC204,Other,Expense,85496.86,67209.62,Paid,HR,INR,8730.54,,Approved,0,0
