Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Description,Quantity,Department,Currency,Invoice_ID,Vendor_ID,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator,Year,Month,Quarter,Budget_Variance,Budget_Utilization
TX000732,2021-06-19,C005,CC103,PC206,Salaries,Expense,394515.98,443017.66,Partially Paid,Employee payroll disbursement,1.0,HR,INR,,,0.0,,Pending,0,2021,6,2,-48501.67999999999,89.05197594154599
TX000710,2021-06-19,C001,CC111,PC202,Other,Expense,172279.54,127661.05,Paid,General ledger correction entry,1.0,Sales,INR,INV-2021-00556,,0.0,,Under Review,0,2021,6,2,44618.490000000005,134.9507465276214
TX000684,2021-06-19,C002,CC108,PC203,Utilities,Expense,25575.6,23913.18,Paid,Water and gas utility charge,1.0,Administration,INR,INV-2021-00537,V006,3013.07,,Approved,0,2021,6,2,1662.4199999999985,106.9518984927977
TX000660,2021-06-19,C001,CC104,PC205,Office Supplies,Expense,74165.74,70450.41,Pending,Office supplies purchase,82.0,Sales,INR,INV-2021-00517,V028,8953.19,,Approved,0,2021,6,2,3715.3300000000017,105.27368116097551
TX000792,2021-06-20,C002,CC105,PC203,Other,Expense,123388.57,113677.2,Paid,Sundry adjustment,1.0,Marketing,INR,,,12543.97,,Approved,0,2021,6,2,9711.37000000001,108.54293561065896
TX000758,2021-06-20,C001,CC104,PC207,Marketing,Expense,598238.26,715937.52,Overdue,Marketing campaign,1.0,Sales,INR,INV-2021-00593,V013,98750.95,,Approved,0,2021,6,2,-117699.26,83.56012127985693
TX000757,2021-06-20,C005,CC102,PC205,IT,Expense,289505.47,386852.15,Partially Paid,Hardware upgrade purchase,7.0,IT,INR,INV-2021-00592,V035,48415.61,,Approved,0,2021,6,2,-97346.68000000004,74.83620551158884
TX000750,2021-06-20,C001,CC110,PC203,IT,Expense,143960.88,124284.53,Paid,Cloud infrastructure subscription,4.0,IT,INR,INV-2021-00586,V026,26259.4,,Approved,0,2021,6,2,19676.35000000001,115.83169683306522
TX000720,2021-06-20,C001,CC102,PC204,Procurement,Expense,486478.15,444621.82,Paid,Raw material procurement,356.0,IT,INR,INV-2021-00564,V026,86651.27,,Approved,0,2021,6,2,41856.330000000016,109.413917202714
TX000776,2021-06-21,C003,CC110,PC206,IT,Expense,106796.35,120537.01,Pending,Cloud infrastructure subscription,3.0,IT,INR,INV-2021-00605,V025,19269.54,,Approved,0,2021,6,2,-13740.659999999987,88.60046387412464
TX000701,2021-06-21,C001,CC102,PC206,IT,Expense,311133.85,323938.95,Overdue,IT support services,3.0,IT,INR,,V001,56987.17,,Pending,0,2021,6,2,-12805.100000000037,96.04706380631288
TX000694,2021-06-21,C001,CC113,PC206,Other,Expense,53450.24,48684.83,Paid,Sundry adjustment,1.0,Marketing,INR,INV-2021-00544,,5535.53,,Approved,0,2021,6,2,4765.409999999996,109.7882851804145
TX000676,2021-06-21,C002,CC104,PC205,Sales,Revenue,436186.95,429470.43,Overdue,Export sales revenue,425.0,Sales,INR,INV-2021-00531,,75977.99,124551.4,Rejected,0,2021,6,2,6716.520000000019,101.56390743828392
TX000781,2021-06-22,C002,CC101,PC201,Sales,Revenue,478644.69,431273.03,Pending,Service revenue recognition,466.0,Sales,INR,INV-2021-00610,,86072.22,214550.38,Approved,0,2021,6,2,47371.65999999997,110.98414616837968
TX000778,2021-06-22,C001,CC111,PC202,Sales,Revenue,304091.68,272387.07,Pending,Service revenue recognition,247.0,Sales,INR,INV-2021-00607,,55708.63,107788.74,Approved,0,2021,6,2,31704.609999999982,111.6395429489366
TX000733,2021-06-22,C002,CC107,PC205,Procurement,Expense,325221.09,311056.63,Paid,Software license purchase,298.0,Procurement,INR,INV-2021-00573,V036,58410.4,,Approved,0,2021,6,2,14164.46000000002,104.5536595699632
TX000719,2021-06-22,C001,CC113,PC207,Other,Expense,61597.99,58502.57,Paid,General ledger correction entry,1.0,Marketing,INR,INV-2021-00563,,6089.3,,Approved,0,2021,6,2,3095.4199999999983,105.29108379341284
TX000704,2021-06-22,C001,CC107,PC206,Office Supplies,Expense,56154.3,58967.58,Paid,Office supplies purchase,31.0,Procurement,INR,INV-2021-00551,V015,6693.49,,Approved,0,2021,6,2,-2813.279999999999,95.22910724842365
TX000678,2021-06-22,C001,CC107,PC205,Procurement,Expense,566169.2,600109.43,Pending,Vendor purchase order settlement,217.0,Procurement,INR,INV-2021-00533,V025,101585.88,,Approved,0,2021,6,2,-33940.2300000001,94.34432650058504
TX000745,2021-06-23,C003,CC102,PC202,Maintenance,Expense,162643.62,172567.18,Partially Paid,Facility repair service,1.0,IT,INR,INV-2021-00581,V037,29720.53,,Approved,0,2021,6,2,-9923.559999999998,94.24945114128886
TX000706,2021-06-23,C001,CC113,PC203,Travel,Expense,51700.45,52737.8,Pending,Airfare and lodging expense,1.0,Marketing,INR,INV-2021-00552,,2675.77,,Approved,0,2021,6,2,-1037.3500000000058,98.03300478973334
TX000688,2021-06-23,C002,CC107,PC207,Logistics,Expense,254714.83,308083.26,Overdue,Warehouse handling fee,260.0,Procurement,INR,INV-2021-00541,V040,46186.41,,Approved,0,2021,6,2,-53368.43000000002,82.67727042358614
TX000680,2021-06-23,C002,CC111,PC203,Marketing,Expense,110850.79,147009.32,Paid,Marketing campaign,1.0,Sales,INR,INV-2021-00534,V023,18744.05,,Approved,0,2021,6,2,-36158.53000000001,75.40391996915568
TX000769,2021-06-24,C001,CC110,PC202,Office Supplies,Expense,6580.08,6720.82,Paid,Office supplies purchase,3.0,IT,INR,INV-2021-00600,V033,831.23,,Approved,0,2021,6,2,-140.73999999999978,97.90591029070858
TX000762,2021-06-24,C004,CC103,PC207,Salaries,Expense,207475.96,149208.97,Partially Paid,Monthly salary payment,1.0,HR,INR,,,0.0,,Approved,0,2021,6,2,58266.98999999999,139.05059461237482
TX000712,2021-06-24,C002,CC111,PC201,Office Supplies,Expense,24865.81,28319.2,Pending,Printer consumables purchase,16.0,Sales,INR,INV-2021-00558,V012,3036.34,,Approved,0,2021,6,2,-3453.3899999999994,87.805481793271
TX000695,2021-06-24,C002,CC102,PC205,Procurement,Expense,191882.7,218074.05,Paid,Raw material procurement,241.0,IT,INR,,V016,33249.89,,Approved,0,2021,6,2,-26191.349999999977,87.98969891190632
TX000683,2021-06-24,C002,CC111,PC202,Sales,Revenue,151812.81,180800.33,Paid,Customer order fulfillment revenue,79.0,Sales,INR,,,27806.75,62203.85,Under Review,0,2021,6,2,-28987.51999999999,83.96710890959105
TX000666,2021-06-24,C001,CC112,PC206,Logistics,Expense,114771.16,149402.92,Paid,Warehouse handling fee,142.0,Operations,INR,INV-2021-00521,V036,20997.84,,Pending,0,2021,6,2,-34631.76000000001,76.81989080266972
TX000740,2021-06-25,C001,CC109,PC203,Office Supplies,Expense,13385.83,12429.14,Partially Paid,Office supplies purchase,9.0,Finance,INR,,V030,1618.72,,Pending,0,2021,6,2,956.6900000000004,107.69715362446637
TX000805,2021-06-26,C002,CC104,PC201,Office Supplies,Expense,63448.06,57741.49,Paid,Stationery order,86.0,Sales,INR,INV-2021-00628,V038,7775.23,,Approved,0,2021,6,2,5706.57,109.88296284006526
TX000779,2021-06-26,C003,CC106,PC204,Logistics,Expense,376684.37,382414.53,Overdue,Warehouse handling fee,291.0,Operations,INR,INV-2021-00608,V021,0.0,,Rejected,0,2021,6,2,-5730.160000000033,98.50158413175356
TX000759,2021-06-26,C001,CC108,PC205,Office Supplies,Expense,8730.01,9395.09,Paid,Stationery order,8.0,Administration,INR,INV-2021-00594,V028,1033.27,,Approved,0,2021,6,2,-665.0799999999999,92.92098319441324
TX000751,2021-06-26,C001,CC111,PC201,Sales,Revenue,369897.65,433440.98,Paid,Online sales revenue,424.0,Sales,INR,INV-2021-00587,,0.0,132496.77,Approved,0,2021,6,2,-63543.32999999996,85.33979643549165
TX000746,2021-06-26,C002,CC107,PC201,Office Supplies,Expense,43328.95,42635.25,Paid,Office supplies purchase,42.0,Procurement,INR,INV-2021-00582,V031,5049.76,,Approved,0,2021,6,2,693.6999999999971,101.62705742314164
TX000708,2021-06-26,C003,CC113,PC203,Sales,Revenue,338910.31,330717.54,Pending,Service revenue recognition,510.0,Sales,INR,INV-2021-00554,,59969.47,99943.86,Approved,0,2021,6,2,8192.770000000019,102.47727108758733
TX000693,2021-06-26,C003,CC104,PC207,Travel,Expense,125629.47,111318.5,Paid,Client visit travel reimbursement,5.0,Sales,INR,,,6567.0,,Pending,0,2021,6,2,14310.97,112.8558775046376
TX000668,2021-06-26,C001,CC111,PC207,Office Supplies,Expense,41251.87,40439.93,Paid,Printer consumables purchase,31.0,Sales,INR,INV-2021-00523,V036,4804.3,,Approved,0,2021,6,2,811.9400000000023,102.00776806488044
TX000806,2021-06-27,C005,CC106,PC204,Maintenance,Expense,224668.31,322805.18,Paid,Preventive maintenance contract,1.0,Operations,INR,INV-2021-00629,V009,39756.95,,Rejected,0,2021,6,2,-98136.87,69.5987313462566
TX000761,2021-06-27,C001,CC102,PC204,Office Supplies,Expense,41012.23,39620.21,Paid,Stationery order,28.0,IT,INR,INV-2021-00595,V016,4919.79,,Approved,0,2021,6,2,1392.020000000004,103.5134089395286
TX000747,2021-06-27,C002,CC108,PC202,Utilities,Expense,15572.34,18396.08,Partially Paid,Water and gas utility charge,1.0,Administration,INR,INV-2021-00583,,1805.24,,Approved,0,2021,6,2,-2823.7400000000016,84.65031680662402
TX000731,2021-06-27,C004,CC111,PC206,Sales,Revenue,522203.61,598028.77,Partially Paid,Customer order fulfillment revenue,596.0,Sales,INR,,,96693.44,146287.31,Approved,0,2021,6,2,-75825.16000000003,87.32081735800101
TX000715,2021-06-27,C002,CC107,PC201,Office Supplies,Expense,32357.19,28555.96,Paid,Office supplies purchase,35.0,Procurement,INR,,V012,3894.45,,Approved,0,2021,6,2,3801.23,113.31151185251696
TX000702,2021-06-27,C005,CC112,PC203,Utilities,Expense,129062.73,134914.87,Paid,Electricity bill payment,1.0,Operations,INR,INV-2021-00549,V018,0.0,,Approved,0,2021,6,2,-5852.139999999999,95.6623461891191
TX000765,2021-06-28,C002,CC104,PC201,Travel,Expense,30317.64,32302.53,Paid,Client visit travel reimbursement,3.0,Sales,INR,INV-2021-00597,,1398.31,,Approved,0,2021,6,2,-1984.8899999999996,93.8553110236257
TX000711,2021-06-28,C001,CC109,PC201,Office Supplies,Expense,35779.46,32487.11,Paid,Stationery order,25.0,Finance,INR,INV-2021-00557,V037,4301.08,,Approved,0,2021,6,2,3292.3499999999985,110.13432712235712
TX000697,2021-06-28,C003,CC104,PC206,Office Supplies,Expense,31942.74,30760.21,Partially Paid,Printer consumables purchase,39.0,Sales,INR,INV-2021-00546,V006,3870.03,,Pending,0,2021,6,2,1182.5300000000025,103.84434956718437
TX000673,2021-06-28,C001,CC105,PC206,Other,Expense,97599.44,83903.01,Paid,General ledger correction entry,1.0,Marketing,INR,INV-2021-00528,,9880.57,,Approved,0,2021,6,2,13696.430000000008,116.32412234078372
TX000796,2021-06-29,C003,CC107,PC207,Procurement,Expense,951780.64,1045402.84,Paid,Raw material procurement,551.0,Procurement,INR,INV-2021-00620,V011,173655.05,,Approved,0,2021,6,2,-93622.19999999995,91.04439012237616
TX000780,2021-06-29,C001,CC106,PC201,Utilities,Expense,72615.36,76959.29,Paid,Utility bill,1.0,Operations,INR,INV-2021-00609,V024,8557.85,,Rejected,0,2021,6,2,-4343.929999999993,94.35554823855574
TX000735,2021-06-29,C001,CC107,PC207,Maintenance,Expense,192350.38,176677.44,Paid,Facility repair service,1.0,Procurement,INR,INV-2021-00575,V022,34076.18,,Rejected,0,2021,6,2,15672.940000000002,108.870934512069
TX000699,2021-06-29,C002,CC104,PC201,Office Supplies,Expense,40161.63,45334.14,Paid,Office supplies purchase,71.0,Sales,INR,,V003,4729.53,,Approved,0,2021,6,2,-5172.510000000002,88.59025449694204
TX000794,2021-06-30,C002,CC103,PC204,Office Supplies,Expense,14913.93,13724.59,Pending,Printer consumables purchase,17.0,HR,INR,INV-2021-00619,V035,1793.39,,Approved,0,2021,6,2,1189.34,108.66575977861636
TX000764,2021-06-30,C001,CC101,PC201,Salaries,Expense,96885.84,106986.41,Paid,Monthly salary payment,1.0,Finance,INR,,,0.0,,Approved,0,2021,6,2,-10100.570000000009,90.55901586005174
TX000739,2021-06-30,C002,CC107,PC202,Sales,Revenue,992799.86,975763.93,Pending,Product sales revenue,904.0,Sales,INR,,,0.0,222400.73,Approved,0,2021,6,2,17035.929999999935,101.7459069223844
TX000737,2021-06-30,C005,CC106,PC203,Maintenance,Expense,108418.12,131712.21,Paid,Facility repair service,1.0,Operations,INR,INV-2021-00577,V002,20748.75,,Approved,0,2021,6,2,-23294.09,82.31440350139141
TX000707,2021-06-30,C003,CC113,PC205,Marketing,Expense,303174.01,263541.63,Paid,Brand promotion expense,1.0,Marketing,INR,INV-2021-00553,V013,52418.53,,Approved,0,2021,6,2,39632.380000000005,115.03837553103092
TX000685,2021-06-30,C001,CC104,PC204,Marketing,Expense,230533.55,253419.66,Pending,Digital advertising spend,1.0,Sales,INR,INV-2021-00538,V034,39660.54,,Approved,0,2021,6,2,-22886.11000000001,90.96908661309072
TX000663,2021-06-30,C003,CC114,PC206,Maintenance,Expense,37712.87,35027.07,Paid,Preventive maintenance contract,1.0,Administration,INR,,V018,6910.45,,Pending,0,2021,6,2,2685.800000000003,107.6677838026418
TX000917,2021-07-01,C005,CC109,PC205,IT,Expense,203527.51,201787.99,Overdue,Cloud infrastructure subscription,10.0,Finance,INR,INV-2021-00724,V013,35322.36,,Under Review,0,2021,7,3,1739.5200000000186,100.8620532867194
TX000902,2021-07-01,C004,CC104,PC201,Sales,Revenue,393775.29,535902.13,Pending,Customer order fulfillment revenue,507.0,Sales,INR,INV-2021-00711,,68324.65,154262.58,Approved,0,2021,7,3,-142126.84000000003,73.47895594294428
TX000905,2021-07-02,C001,CC114,PC206,Office Supplies,Expense,8039.25,8707.56,Paid,Office supplies purchase,4.0,Administration,INR,INV-2021-00714,V023,1027.71,,Approved,0,2021,7,3,-668.3099999999995,92.32494522001572
TX000864,2021-07-02,C002,CC106,PC207,Logistics,Expense,116071.02,129334.95,Pending,Warehouse handling fee,50.0,Operations,INR,INV-2021-00680,V039,21039.02,,Approved,0,2021,7,3,-13263.929999999991,89.74451221421589
TX000850,2021-07-02,C003,CC110,PC203,Sales,Revenue,333580.07,359147.89,Partially Paid,Customer order fulfillment revenue,264.0,Sales,INR,INV-2021-00668,,61862.29,124247.15,Approved,0,2021,7,3,-25567.820000000007,92.88097724867602
TX000886,2021-07-03,C002,CC106,PC204,Office Supplies,Expense,86254.49,387089.3,Pending,Shipping cost settlement,241.0,Operations,INR,INV-2021-00699,V007,62432.09,,Under Review,1,2021,7,3,-300834.81,22.282840161172118
TX000853,2021-07-03,C004,CC110,PC205,Procurement,Expense,489250.06,541827.59,Pending,Software license purchase,341.0,IT,INR,,V015,84750.37,,Approved,0,2021,7,3,-52577.52999999997,90.29626195299504
TX000914,2021-07-04,C003,CC104,PC202,Travel,Expense,116148.69,136003.33,Paid,Business travel expense,2.0,Sales,INR,INV-2021-00721,,5795.91,,Rejected,0,2021,7,3,-19854.639999999985,85.40135745205652
TX000899,2021-07-04,C001,CC104,PC207,Sales,Revenue,229259.51,265816.9,Paid,Customer order fulfillment revenue,337.0,Sales,INR,INV-2021-00709,,42123.96,52141.31,Approved,0,2021,7,3,-36557.390000000014,86.24715358579533
TX000873,2021-07-04,C003,CC110,PC204,IT,Expense,208932.97,198992.06,Overdue,Cloud infrastructure subscription,17.0,IT,INR,INV-2021-00686,V035,39805.12,,Approved,0,2021,7,3,9940.910000000003,104.99563148398988
TX000826,2021-07-04,C002,CC107,PC204,Logistics,Expense,53102.04,54265.26,Pending,Warehouse handling fee,80.0,Procurement,INR,INV-2021-00646,V001,9517.95,,Approved,0,2021,7,3,-1163.2200000000012,97.85641863689588
TX000887,2021-07-05,C002,CC104,PC207,Travel,Expense,62625.93,71561.88,Paid,Airfare and lodging expense,3.0,Sales,INR,INV-2021-00700,,3195.78,,Rejected,0,2021,7,3,-8935.950000000004,87.51297478489944
TX000851,2021-07-05,C001,CC102,PC201,Maintenance,Expense,10884.63,7841.59,Overdue,Preventive maintenance contract,1.0,IT,INR,INV-2021-00669,V040,1905.57,,Approved,0,2021,7,3,3043.039999999999,138.80641553562478
TX000814,2021-07-05,C004,CC112,PC206,Logistics,Expense,283242.84,257750.7,Pending,Warehouse handling fee,299.0,Operations,INR,INV-2021-00637,V031,49685.53,,Pending,0,2021,7,3,25492.14000000001,109.89023114195228
TX000916,2021-07-06,C002,CC103,PC205,Other,Expense,37352.44,36391.42,Overdue,General ledger correction entry,1.0,HR,INR,INV-2021-00723,,3795.08,,Approved,0,2021,7,3,961.020000000004,102.64078730645852
TX000852,2021-07-06,C003,CC106,PC203,Procurement,Expense,868053.34,954633.68,Partially Paid,Vendor purchase order settlement,545.0,Operations,INR,INV-2021-00670,V039,160900.42,,Approved,0,2021,7,3,-86580.34000000008,90.93051692875532
TX000836,2021-07-06,C002,CC107,PC206,Sales,Revenue,1023195.34,842418.11,Paid,Service revenue recognition,1421.0,Sales,INR,INV-2021-00656,,184073.13,257455.99,Approved,0,2021,7,3,180777.23,121.45932380299848
TX000822,2021-07-06,C001,CC111,PC202,Sales,Revenue,784608.53,767349.89,Paid,Customer order fulfillment revenue,653.0,Sales,INR,,,141847.1,215507.04,Approved,0,2021,7,3,17258.640000000014,102.2491226264462
TX000888,2021-07-07,C001,CC107,PC202,Logistics,Expense,60905.79,53147.59,Partially Paid,Shipping cost settlement,102.0,Procurement,INR,INV-2021-00701,V028,11641.54,,Approved,0,2021,7,3,7758.200000000004,114.59746340332649
TX000885,2021-07-07,C003,CC108,PC202,Utilities,Expense,32099.48,31407.69,Overdue,Utility bill,1.0,Administration,INR,INV-2021-00698,V009,3944.39,,Approved,0,2021,7,3,691.7900000000009,102.2026134363909
TX000869,2021-07-07,C002,CC111,PC206,Office Supplies,Expense,57991.64,51557.19,Paid,Printer consumables purchase,42.0,Sales,INR,INV-2021-00683,V016,6916.27,,Approved,0,2021,7,3,6434.449999999997,112.48021856893288
TX000866,2021-07-07,C002,CC108,PC207,Utilities,Expense,48311.46,60737.22,Paid,Water and gas utility charge,1.0,Administration,INR,INV-2021-00681,V037,5771.5,,Approved,0,2021,7,3,-12425.760000000002,79.54177026870838
TX000865,2021-07-07,C002,CC109,PC204,Other,Expense,21477.66,21656.44,Paid,General ledger correction entry,1.0,Finance,INR,,,2121.49,,Approved,0,2021,7,3,-178.77999999999884,99.17447188919324
TX000844,2021-07-07,C001,CC111,PC202,Office Supplies,Expense,18788.45,22876.1,Paid,Office supplies purchase,31.0,Sales,INR,INV-2021-00663,V008,2285.84,,Approved,0,2021,7,3,-4087.649999999998,82.13135106071402
TX000926,2021-07-08,C002,CC109,PC202,Other,Expense,84905.36,85518.04,Paid,General ledger correction entry,1.0,Finance,INR,INV-2021-00731,,8460.5,,Approved,0,2021,7,3,-612.679999999993,99.28356636798506
TX000922,2021-07-08,C002,CC114,PC205,Utilities,Expense,33140.8,32394.3,Paid,Utility bill,1.0,Administration,INR,INV-2021-00728,V034,3877.9,,Approved,0,2021,7,3,746.5000000000036,102.30441775250586
TX000921,2021-07-08,C001,CC102,PC204,Procurement,Expense,603430.52,632103.8,Overdue,Vendor purchase order settlement,1786.0,IT,INR,INV-2021-00727,V034,107168.32,,Approved,0,2021,7,3,-28673.280000000028,95.46383362985635
TX000913,2021-07-08,C002,CC107,PC205,Maintenance,Expense,1631306.4,144002.27,Paid,Equipment maintenance,1.0,Procurement,INR,INV-2021-00720,V002,28607.13,,Approved,0,2021,7,3,1487304.13,1132.8338088003752
TX000906,2021-07-08,C002,CC104,PC206,Sales,Revenue,604779.67,737544.2,Pending,Customer order fulfillment revenue,380.0,Sales,INR,INV-2021-00715,,106405.59,261946.75,Approved,0,2021,7,3,-132764.5299999999,81.99910866358925
TX000890,2021-07-08,C002,CC110,PC201,Maintenance,Expense,142368.98,183280.5,Paid,Preventive maintenance contract,1.0,IT,INR,INV-2021-00702,V002,26997.49,,Approved,0,2021,7,3,-40911.51999999999,77.67819271553712
TX000889,2021-07-08,C004,CC108,PC203,Maintenance,Expense,41875.2,38206.19,Paid,Equipment maintenance,1.0,Administration,INR,,,7345.89,,Pending,0,2021,7,3,3669.0099999999943,109.6031821021672
TX000867,2021-07-08,C005,CC107,PC205,Maintenance,Expense,136981.31,151892.07,Partially Paid,Facility repair service,1.0,Procurement,INR,,V037,23881.67,,Approved,0,2021,7,3,-14910.76000000001,90.1833189843288
TX000854,2021-07-08,C001,CC105,PC207,Travel,Expense,115029.18,101836.66,Paid,Airfare and lodging expense,6.0,Marketing,INR,INV-2021-00671,,0.0,,Approved,0,2021,7,3,13192.51999999999,112.95458825927716
TX000920,2021-07-09,C001,CC113,PC205,Other,Expense,48158.17,43520.94,Paid,Sundry adjustment,1.0,Marketing,INR,INV-2021-00726,,5113.13,,Rejected,0,2021,7,3,4637.229999999996,110.65516967234625
TX000909,2021-07-09,C005,CC113,PC206,Marketing,Expense,303820.43,317197.38,Paid,Marketing campaign,1.0,Marketing,INR,INV-2021-00716,V005,54636.05,,Rejected,0,2021,7,3,-13376.950000000012,95.7827678147909
TX000848,2021-07-09,C002,CC110,PC204,IT,Expense,229806.52,292453.8,Partially Paid,Software license purchase,9.0,IT,INR,INV-2021-00666,V029,40573.37,,Approved,0,2021,7,3,-62647.28,78.57874303565212
TX000928,2021-07-10,C003,CC104,PC207,Sales,Revenue,674460.46,917879.08,Paid,Product sales revenue,1321.0,Sales,INR,INV-2021-00733,,124632.85,251541.43,Rejected,0,2021,7,3,-243418.62,73.48031725486106
TX000912,2021-07-10,C005,CC102,PC205,Maintenance,Expense,127084.94,103181.53,Paid,Preventive maintenance contract,1.0,IT,INR,INV-2021-00719,V009,22230.87,,Rejected,0,2021,7,3,23903.410000000003,123.1663651430639
TX000898,2021-07-10,C001,CC107,PC207,Logistics,Expense,87564.03,77512.62,Paid,Shipping cost settlement,68.0,Procurement,INR,INV-2021-00708,V024,16134.37,,Pending,0,2021,7,3,10051.410000000003,112.96744968754766
TX000893,2021-07-10,C001,CC106,PC204,Maintenance,Expense,145536.61,184765.42,Partially Paid,Equipment maintenance,1.0,Operations,INR,INV-2021-00704,V011,26680.93,,Under Review,0,2021,7,3,-39228.81000000003,78.76831606260521
TX000879,2021-07-11,C002,CC107,PC201,Procurement,Expense,648360.62,714364.68,Pending,Office equipment purchase,667.0,Procurement,INR,INV-2021-00692,V033,117463.69,,Approved,0,2021,7,3,-66004.06000000006,90.76045305039436
TX000839,2021-07-11,C002,CC107,PC207,Logistics,Expense,410135.76,457294.59,Paid,Shipping cost settlement,371.0,Procurement,INR,INV-2021-00658,V030,71356.89,,Pending,0,2021,7,3,-47158.830000000016,89.68742884100159
TX000833,2021-07-11,C003,CC102,PC204,Sales,Revenue,535492.45,685523.94,Pending,Product sales revenue,385.0,Sales,INR,INV-2021-00653,,0.0,184972.87,Approved,0,2021,7,3,-150031.49,78.1143325206119
TX000831,2021-07-11,C003,CC102,PC203,Office Supplies,Expense,32949.13,33252.57,Paid,Printer consumables purchase,21.0,IT,INR,INV-2021-00651,V034,3915.9,,Under Review,0,2021,7,3,-303.4400000000023,99.08746902870963
TX000815,2021-07-11,C002,CC111,PC207,Travel,Expense,139557.15,107828.7,Overdue,Business travel expense,3.0,Sales,INR,INV-2021-00638,,6753.68,,Under Review,0,2021,7,3,31728.45,129.42486555063726
TX000871,2021-07-12,C001,CC111,PC203,Other,Expense,16060.65,17615.77,Paid,Sundry adjustment,1.0,Sales,INR,INV-2021-00685,,1681.94,,Approved,0,2021,7,3,-1555.1200000000008,91.17200099683409
TX000838,2021-07-13,C004,CC111,PC207,Office Supplies,Expense,27780.66,26565.02,Paid,Office supplies purchase,36.0,Sales,INR,,V009,3359.49,,Approved,0,2021,7,3,1215.6399999999994,104.57609292219618
TX000911,2021-07-14,C003,CC112,PC203,Logistics,Expense,195115.89,168513.87,Paid,Warehouse handling fee,148.0,Operations,INR,INV-2021-00718,V003,35195.72,,Approved,0,2021,7,3,26602.02000000002,115.78624952355554
TX000901,2021-07-14,C004,CC105,PC206,Travel,Expense,77205.4,74573.64,Paid,Business travel expense,6.0,Marketing,INR,INV-2021-00710,,3870.56,,Approved,0,2021,7,3,2631.7599999999948,103.52907542128828
TX000897,2021-07-14,C001,CC107,PC206,Maintenance,Expense,102995.57,88165.42,Paid,Facility repair service,1.0,Procurement,INR,INV-2021-00707,V023,18432.88,,Approved,0,2021,7,3,14830.150000000009,116.82082385588365
TX000874,2021-07-14,C005,CC110,PC203,Procurement,Expense,495340.21,581634.42,Paid,Raw material procurement,390.0,IT,INR,INV-2021-00687,V023,88163.18,,Approved,0,2021,7,3,-86294.21000000002,85.16349668577041
TX000824,2021-07-14,C002,CC104,PC207,Office Supplies,Expense,47247.77,41891.51,Paid,Office supplies purchase,75.0,Sales,INR,INV-2021-00644,V021,5960.77,,Approved,0,2021,7,3,5356.259999999995,112.78602752681869
TX000820,2021-07-15,C004,CC105,PC201,Other,Expense,23079.64,29145.8,Paid,Sundry adjustment,1.0,Marketing,INR,,,2344.26,,Approved,0,2021,7,3,-6066.16,79.18684681840952
TX000818,2021-07-15,C005,CC114,PC202,Utilities,Expense,34610.41,33405.5,Paid,Utility bill,1.0,Administration,INR,INV-2021-00641,V007,3979.27,,Pending,0,2021,7,3,1204.9100000000035,103.60692101600036
TX009747,2021-07-16,C003,CC112,PC205,Utilities,Expense,48732.86,53961.26,Pending,Utility bill,1.0,Operations,INR,INV-2021-00705,V040,5819.34,,Approved,0,2021,7,3,-5228.4000000000015,90.31082669307573
TX000924,2021-07-16,C004,CC108,PC203,Utilities,Expense,43805.0,57877.21,Paid,Utility bill,1.0,Administration,INR,INV-2021-00730,V036,5226.53,,Approved,0,2021,7,3,-14072.21,75.68609475128466
TX000895,2021-07-16,C003,CC112,PC205,Utilities,Expense,48732.86,53961.26,Pending,Utility bill,1.0,Operations,INR,INV-2021-00705,V040,5819.34,,Approved,0,2021,7,3,-5228.4000000000015,90.31082669307573
TX000883,2021-07-16,C003,CC105,PC202,Marketing,Expense,205061.87,292822.25,Paid,Brand promotion expense,1.0,Marketing,INR,INV-2021-00696,V040,36602.15,,Approved,0,2021,7,3,-87760.38,70.02947009662005
TX000877,2021-07-16,C002,CC104,PC204,Travel,Expense,90436.37,123880.15,Paid,Business travel expense,1.0,Sales,INR,INV-2021-00690,,0.0,,Approved,0,2021,7,3,-33443.78,73.00311631847394
TX000845,2021-07-16,C001,CC114,PC203,Utilities,Expense,17058.39,18825.74,Paid,Electricity bill payment,1.0,Administration,INR,INV-2021-00664,V001,1972.43,,Approved,0,2021,7,3,-1767.3500000000022,90.61205562171791
TX000841,2021-07-16,C003,CC104,PC207,Marketing,Expense,499434.45,515125.86,Paid,Trade show sponsorship,1.0,Sales,INR,INV-2021-00660,V035,93265.88,,Approved,0,2021,7,3,-15691.409999999974,96.95386871084284
TX000823,2021-07-16,C001,CC114,PC201,Other,Expense,21011.82,26927.69,Overdue,Sundry adjustment,1.0,Administration,INR,INV-2021-00643,,2111.23,,Approved,0,2021,7,3,-5915.869999999999,78.03053288269436
TX000900,2021-07-17,C005,CC103,PC207,Office Supplies,Expense,2376.97,2442.53,Pending,Office supplies purchase,2.0,HR,INR,,V009,272.07,,Approved,0,2021,7,3,-65.5600000000004,97.3158978600058
